visual parameter label,visual parameter value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,label 0,x,y,bgra,gw_param_keys 1,gw_param_values 1,label 1,x,y,bgra,gw_param_keys 2,gw_param_values 2,label 2,x,y,bgra,gw_param_keys 3,gw_param_values 3,label 3,x,y,bgra,gw_param_keys 4,gw_param_values 4,label 4,x,y,bgra,gw_param_keys 5,gw_param_values 5,label 5,x,y,bgra,gw_param_keys 6,gw_param_values 6,label 6,x,y,bgra,gw_param_keys 7,gw_param_values 7,label 7,x,y,bgra,gw_param_keys 8,gw_param_values 8,label 8,x,y,bgra,gw_param_keys 9,gw_param_values 9,label 9,x,y,bgra,gw_param_keys 10,gw_param_values 10,label 10,x,y,bgra,gw_param_keys 11,gw_param_values 11,label 11,x,y,bgra,gw_param_keys 12,gw_param_values 12,label 12,x,y,bgra
ymin,-0.025,,,NONE_STR,NONE_STR,NONE_STR,NONE_STR,plot_unknown1,NONE_STR,NONE_STR,1.0050251256281408,0.0003423775526015766,,plot_unknown1,NONE_STR,NONE_STR,1.0050251256281408,0.028825329649261565,,plot_unknown1,NONE_STR,NONE_STR,1.0050251256281408,0.2822248927649504,,plot_unknown1,NONE_STR,NONE_STR,1.0050251256281408,2.6993412802886248e-18,,plot_unknown1,NONE_STR,NONE_STR,1.0050251256281408,0.028825329649261565,,plot_unknown1,NONE_STR,NONE_STR,1.0050251256281408,0.022469192172536144,,plot_unknown1,NONE_STR,NONE_STR,1.0050251256281408,0.0003423775526015766,,plot_unknown1,NONE_STR,NONE_STR,1.0050251256281408,0.028825329649261565,,plot_unknown1,NONE_STR,NONE_STR,1.0050251256281408,0.000920758842000566,,plot_unknown1,NONE_STR,NONE_STR,1.0050251256281408,2.6993412802886248e-18,,plot_unknown1,NONE_STR,NONE_STR,1.0050251256281408,0.028825329649261565,,plot_unknown1,NONE_STR,NONE_STR,1.0050251256281408,2.3889344711648695e-05,,plot_unknown1,NONE_STR,NONE_STR,1.0050251256281408,0.0003423775526015766,
ymax,1.025,,,NONE_STR,NONE_STR,NONE_STR,NONE_STR,plot_group_style,Standard Deviation,NONE_STR,1.105527638190955,0.0005089596386949776,,plot_group_style,Standard Deviation,NONE_STR,1.105527638190955,0.034379366120255286,,plot_group_style,Standard Deviation,NONE_STR,1.105527638190955,0.32475574583994776,,plot_group_style,Standard Deviation,NONE_STR,1.105527638190955,6.6324546587235656e-18,,plot_group_style,Standard Deviation,NONE_STR,1.105527638190955,0.034379366120255286,,plot_group_style,Standard Deviation,NONE_STR,1.105527638190955,0.02982895324429159,,plot_group_style,Standard Deviation,NONE_STR,1.105527638190955,0.0005089596386949776,,plot_group_style,Standard Deviation,NONE_STR,1.105527638190955,0.034379366120255286,,plot_group_style,Standard Deviation,NONE_STR,1.105527638190955,0.0014102154894059197,,plot_group_style,Standard Deviation,NONE_STR,1.105527638190955,6.6324546587235656e-18,,plot_group_style,Standard Deviation,NONE_STR,1.105527638190955,0.034379366120255286,,plot_group_style,Standard Deviation,NONE_STR,1.105527638190955,4.221170043094143e-05,,plot_group_style,Standard Deviation,NONE_STR,1.105527638190955,0.0005089596386949776,
,,,,,,,,plot_use_automatic_legends,True,NONE_STR,1.206030150753769,0.0007489877273962877,,plot_use_automatic_legends,True,NONE_STR,1.206030150753769,0.04081988735762091,,plot_use_automatic_legends,True,NONE_STR,1.206030150753769,0.3675446640910172,,plot_use_automatic_legends,True,NONE_STR,1.206030150753769,1.6132589418145982e-17,,plot_use_automatic_legends,True,NONE_STR,1.206030150753769,0.04081988735762091,,plot_use_automatic_legends,True,NONE_STR,1.206030150753769,0.03846574366942364,,plot_use_automatic_legends,True,NONE_STR,1.206030150753769,0.0007489877273962877,,plot_use_automatic_legends,True,NONE_STR,1.206030150753769,0.04081988735762091,,plot_use_automatic_legends,True,NONE_STR,1.206030150753769,0.0020720700893790316,,plot_use_automatic_legends,True,NONE_STR,1.206030150753769,1.6132589418145982e-17,,plot_use_automatic_legends,True,NONE_STR,1.206030150753769,0.04081988735762091,,plot_use_automatic_legends,True,NONE_STR,1.206030150753769,7.066992816096165e-05,,plot_use_automatic_legends,True,NONE_STR,1.206030150753769,0.0007489877273962877,
,,,,,,,,,,,1.306532663316583,0.0010911371878577706,,,,,1.306532663316583,0.04824986399372669,,,,,1.306532663316583,0.41021401252244694,,,,,1.306532663316583,3.884607729860887e-17,,,,,1.306532663316583,0.04824986399372669,,,,,1.306532663316583,0.048408058169263204,,,,,1.306532663316583,0.0010911371878577706,,,,,1.306532663316583,0.04824986399372669,,,,,1.306532663316583,0.0029402965183065906,,,,,1.306532663316583,3.884607729860887e-17,,,,,1.306532663316583,0.04824986399372669,,,,,1.306532663316583,0.0001130744534411759,,,,,1.306532663316583,0.0010911371878577706,
,,,,,,,,,,,1.407035175879397,0.001573610741115788,,,,,1.407035175879397,0.056776777520837554,,,,,1.407035175879397,0.45243481309387246,,,,,1.407035175879397,9.25984158435497e-17,,,,,1.407035175879397,0.056776777520837554,,,,,1.407035175879397,0.05966782540750446,,,,,1.407035175879397,0.001573610741115788,,,,,1.407035175879397,0.056776777520837554,,,,,1.407035175879397,0.004050332746280548,,,,,1.407035175879397,9.25984158435497e-17,,,,,1.407035175879397,0.056776777520837554,,,,,1.407035175879397,0.00017407688065479904,,,,,1.407035175879397,0.001573610741115788,
,,,,,,,,,,,1.5075376884422111,0.0022466145277437225,,,,,1.5075376884422111,0.0665113465477678,,,,,1.5075376884422111,0.49392228154029594,,,,,1.5075376884422111,2.1851096834630832e-16,,,,,1.5075376884422111,0.0665113465477678,,,,,1.5075376884422111,0.07224164868267731,,,,,1.5075376884422111,0.0022466145277437225,,,,,1.5075376884422111,0.0665113465477678,,,,,1.5075376884422111,0.005438548135944494,,,,,1.5075376884422111,2.1851096834630832e-16,,,,,1.5075376884422111,0.0665113465477678,,,,,1.5075376884422111,0.00025922578867092514,,,,,1.5075376884422111,0.0022466145277437225,
,,,,,,,,,,,1.6080402010050252,0.003175214815807139,,,,,1.6080402010050252,0.07756594638853836,,,,,1.6080402010050252,0.5344317142491136,,,,,1.6080402010050252,5.104535449256638e-16,,,,,1.6080402010050252,0.07756594638853836,,,,,1.6080402010050252,0.0861121312606302,,,,,1.6080402010050252,0.003175214815807139,,,,,1.6080402010050252,0.07756594638853836,,,,,1.6080402010050252,0.00714171888717449,,,,,1.6080402010050252,5.104535449256638e-16,,,,,1.6080402010050252,0.07756594638853836,,,,,1.6080402010050252,0.0003750084593456255,,,,,1.6080402010050252,0.003175214815807139,
,,,,,,,,,,,1.7085427135678393,0.0044425360391567355,,,,,1.7085427135678393,0.09005271391496215,,,,,1.7085427135678393,0.5737547001587708,,,,,1.7085427135678393,1.1804633405923184e-15,,,,,1.7085427135678393,0.09005271391496215,,,,,1.7085427135678393,0.10124924193741153,,,,,1.7085427135678393,0.0044425360391567355,,,,,1.7085427135678393,0.09005271391496215,,,,,1.7085427135678393,0.009196521738628055,,,,,1.7085427135678393,1.1804633405923184e-15,,,,,1.7085427135678393,0.09005271391496215,,,,,1.7085427135678393,0.0005288777821310727,,,,,1.7085427135678393,0.0044425360391567355,
,,,,,,,,,,,1.8090452261306533,0.006153215207268776,,,,,1.8090452261306533,0.10408133887063274,,,,,1.8090452261306533,0.6117156343275333,,,,,1.8090452261306533,2.702477474680343e-15,,,,,1.8090452261306533,0.10408133887063274,,,,,1.8090452261306533,0.1176116871529759,,,,,1.8090452261306533,0.006153215207268776,,,,,1.8090452261306533,0.10408133887063274,,,,,1.8090452261306533,0.01163905383792568,,,,,1.8090452261306533,2.702477474680343e-15,,,,,1.8090452261306533,0.10408133887063274,,,,,1.8090452261306533,0.000729263997670101,,,,,1.8090452261306533,0.006153215207268776,
,,,,,,,,,,,1.9095477386934674,0.008436970830692619,,,,,1.9095477386934674,0.11975655364654336,,,,,1.9095477386934674,0.6481685113963492,,,,,1.9095477386934674,6.1247019440425894e-15,,,,,1.9095477386934674,0.11975655364654336,,,,,1.9095477386934674,0.13514826421499024,,,,,1.9095477386934674,0.008436970830692619,,,,,1.9095477386934674,0.11975655364654336,,,,,1.9095477386934674,0.014504384799347132,,,,,1.9095477386934674,6.1247019440425894e-15,,,,,1.9095477386934674,0.11975655364654336,,,,,1.9095477386934674,0.0009855713119381701,,,,,1.9095477386934674,0.008436970830692619,
,,,,,,,,,,,2.0100502512562817,0.011452077763176876,,,,,2.0100502512562817,0.13717534564820308,,,,,2.0100502512562817,0.6829939786436273,,,,,2.0100502512562817,1.3741088371610458e-14,,,,,2.0100502512562817,0.13717534564820308,,,,,2.0100502512562817,0.15379917659501696,,,,,2.0100502512562817,0.011452077763176876,,,,,2.0100502512562817,0.13717534564820308,,,,,2.0100502512562817,0.01782614534694554,,,,,2.0100502512562817,1.3741088371610458e-14,,,,,2.0100502512562817,0.13717534564820308,,,,,2.0100502512562817,0.0013081597301168593,,,,,2.0100502512562817,0.011452077763176876,
,,,,,,,,,,,2.1105527638190957,0.015388465914916452,,,,,2.1105527638190957,0.15642392953166478,,,,,2.1105527638190957,0.7160966297083089,,,,,2.1105527638190957,3.0519021441699703e-14,,,,,2.1105527638190957,0.15642392953166478,,,,,2.1105527638190957,0.17349729728027974,,,,,2.1105527638190957,0.015388465914916452,,,,,2.1105527638190957,0.15642392953166478,,,,,2.1105527638190957,0.02163615556081959,,,,,2.1105527638190957,3.0519021441699703e-14,,,,,2.1105527638190957,0.15642392953166478,,,,,2.1105527638190957,0.0017083127273173496,,,,,2.1105527638190957,0.015388465914916452,
,,,,,,,,,,,2.21105527638191,0.020470085814617834,,,,,2.21105527638191,0.1775745303439214,,,,,2.21105527638191,0.7474025213468218,,,,,2.21105527638191,6.710167695214353e-14,,,,,2.21105527638191,0.1775745303439214,,,,,2.21105527638191,0.194169370126097,,,,,2.21105527638191,0.020470085814617834,,,,,2.21105527638191,0.1775745303439214,,,,,2.21105527638191,0.02596409457694468,,,,,2.21105527638191,6.710167695214353e-14,,,,,2.21105527638191,0.1775745303439214,,,,,2.21105527638191,0.002198191593919486,,,,,2.21105527638191,0.020470085814617834,
,,,,,,,,,,,2.311557788944724,0.02695611481665809,,,,,2.311557788944724,0.2006820424717909,,,,,2.311557788944724,0.7768568967949694,,,,,2.311557788944724,1.4605264996803327e-13,,,,,2.311557788944724,0.2006820424717909,,,,,2.311557788944724,0.2157371422924229,,,,,2.311557788944724,0.02695611481665809,,,,,2.311557788944724,0.2006820424717909,,,,,2.311557788944724,0.030837212611267036,,,,,2.311557788944724,1.4605264996803327e-13,,,,,2.311557788944724,0.2006820424717909,,,,,2.311557788944724,0.002790777469730749,,,,,2.311557788944724,0.02695611481665809,
,,,,,,,,,,,2.412060301507538,0.035140523705909824,,,,,2.412060301507538,0.2257806427025573,,,,,2.412060301507538,0.8044221004327683,,,,,2.412060301507538,3.147014952188779e-13,,,,,2.412060301507538,0.2257806427025573,,,,,2.412060301507538,0.23811842333810268,,,,,2.412060301507538,0.035140523705909824,,,,,2.412060301507538,0.2257806427025573,,,,,2.412060301507538,0.03628008536408909,,,,,2.412060301507538,3.147014952188779e-13,,,,,2.412060301507538,0.2257806427025573,,,,,2.412060301507538,0.003499802216897019,,,,,2.412060301507538,0.035140523705909824,
,,,,,,,,,,,2.512562814070352,0.0453494954406533,,,,,2.512562814070352,0.25288044798747583,,,,,2.512562814070352,0.8300756695036482,,,,,2.512562814070352,6.712765396321812e-13,,,,,2.512562814070352,0.25288044798747583,,,,,2.512562814070352,0.26122806852131514,,,,,2.512562814070352,0.0453494954406533,,,,,2.512562814070352,0.25288044798747583,,,,,2.512562814070352,0.0423144101908189,,,,,2.512562814070352,6.712765396321812e-13,,,,,2.512562814070352,0.25288044798747583,,,,,2.512562814070352,0.00433966938023398,,,,,2.512562814070352,0.0453494954406533,
,,,,,,,,,,,2.613065326633166,0.05793619739368599,,,,,2.613065326633166,0.28196431899718605,,,,,2.613065326633166,0.8538085896238827,,,,,2.613065326633166,1.4174816001091637e-12,,,,,2.613065326633166,0.28196431899718605,,,,,2.613065326633166,0.2849788854165695,,,,,2.613065326633166,0.05793619739368599,,,,,2.613065326633166,0.28196431899718605,,,,,2.613065326633166,0.04895884288173098,,,,,2.613065326633166,1.4174816001091637e-12,,,,,2.613065326633166,0.28196431899718605,,,,,2.613065326633166,0.005325366549194023,,,,,2.613065326633166,0.05793619739368599,
,,,,,,,,,,,2.71356783919598,0.07327246678052197,,,,,2.71356783919598,0.31298491858110816,,,,,2.71356783919598,0.8756237017379935,,,,,2.71356783919598,2.963102594811065e-12,,,,,2.71356783919598,0.31298491858110816,,,,,2.71356783919598,0.3092824641873962,,,,,2.71356783919598,0.07327246678052197,,,,,2.71356783919598,0.31298491858110816,,,,,2.71356783919598,0.05622887346021245,,,,,2.71356783919598,2.963102594811065e-12,,,,,2.71356783919598,0.31298491858110816,,,,,2.71356783919598,0.006472370471809701,,,,,2.71356783919598,0.07327246678052197,
,,,,,,,,,,,2.814070351758794,0.09173708499660951,,,,,2.814070351758794,0.3458621391344911,,,,,2.814070351758794,0.8955342490352204,,,,,2.814070351758794,6.1318178489591176e-12,,,,,2.814070351758794,0.3458621391344911,,,,,2.814070351758794,0.33404993281259826,,,,,2.814070351758794,0.09173708499660951,,,,,2.814070351758794,0.3458621391344911,,,,,2.814070351758794,0.06413673907150072,,,,,2.814070351758794,6.1318178489591176e-12,,,,,2.814070351758794,0.3458621391344911,,,,,2.814070351758794,0.0077965462813261764,,,,,2.814070351758794,0.09173708499660951,
,,,,,,,,,,,2.9145728643216082,0.11370049547253469,,,,,2.9145728643216082,0.38048101404660345,,,,,2.9145728643216082,0.9135625531448358,,,,,2.9145728643216082,1.2561604036567435e-11,,,,,2.9145728643216082,0.38048101404660345,,,,,2.9145728643216082,0.3591926393029272,,,,,2.9145728643216082,0.11370049547253469,,,,,2.9145728643216082,0.38048101404660345,,,,,2.9145728643216082,0.07269137177918254,,,,,2.9145728643216082,1.2561604036567435e-11,,,,,2.9145728643216082,0.38048101404660345,,,,,2.9145728643216082,0.009314042184355234,,,,,2.9145728643216082,0.11370049547253469,
,,,,,,,,,,,3.0150753768844223,0.13950606093099396,,,,,3.0150753768844223,0.4166902253662632,,,,,3.0150753768844223,0.9297388096776645,,,,,3.0150753768844223,2.547500346193912e-11,,,,,3.0150753768844223,0.4166902253662632,,,,,3.0150753768844223,0.3846227635048219,,,,,3.0150753768844223,0.13950606093099396,,,,,3.0150753768844223,0.4166902253662632,,,,,3.0150753768844223,0.08189837890316262,,,,,3.0150753768844223,2.547500346193912e-11,,,,,3.0150753768844223,0.4166902253662632,,,,,3.0150753768844223,0.011041180928556084,,,,,3.0150753768844223,0.13950606093099396,
