visual parameter label,visual parameter value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,label 0,x,y,bgra,gw_param_keys 1,gw_param_values 1,label 1,x,y,bgra,gw_param_keys 2,gw_param_values 2,label 2,x,y,bgra,gw_param_keys 3,gw_param_values 3,label 3,x,y,bgra,gw_param_keys 4,gw_param_values 4,label 4,x,y,bgra,gw_param_keys 5,gw_param_values 5,label 5,x,y,bgra,gw_param_keys 6,gw_param_values 6,label 6,x,y,bgra,gw_param_keys 7,gw_param_values 7,label 7,x,y,bgra,gw_param_keys 8,gw_param_values 8,label 8,x,y,bgra,gw_param_keys 9,gw_param_values 9,label 9,x,y,bgra,gw_param_keys 10,gw_param_values 10,label 10,x,y,bgra,gw_param_keys 11,gw_param_values 11,label 11,x,y,bgra,gw_param_keys 12,gw_param_values 12,label 12,x,y,bgra
ymin,2.225668004782899,,,NONE_STR,NONE_STR,NONE_STR,NONE_STR,plot_unknown1,NONE_STR,NONE_STR,1.1862528132298238,4.536582307187538,,plot_unknown1,NONE_STR,NONE_STR,2.1812160883946965,6.584274528413619,,plot_unknown1,NONE_STR,NONE_STR,3.1220068802321808,7.651234828190612,,plot_unknown1,NONE_STR,NONE_STR,4.134731780172823,10.97490446791042,,plot_unknown1,NONE_STR,NONE_STR,4.823150075849177,11.447998084820949,,plot_unknown1,NONE_STR,NONE_STR,6.018753988424541,12.21254588260057,,plot_unknown1,NONE_STR,NONE_STR,6.905247615969298,22.112353281390384,,plot_unknown1,NONE_STR,NONE_STR,8.196042856467999,22.28282556696082,,plot_unknown1,NONE_STR,NONE_STR,9.17253170704238,21.328477862927375,,plot_unknown1,NONE_STR,NONE_STR,10.04148957398849,21.584177784786963,,plot_unknown1,NONE_STR,NONE_STR,10.831499629328711,23.743219823386678,,plot_unknown1,NONE_STR,NONE_STR,11.970293637163332,25.71393283447218,,plot_unknown1,NONE_STR,NONE_STR,12.904434469764427,31.303687640804363,
ymax,38.389841528273635,,,NONE_STR,NONE_STR,NONE_STR,NONE_STR,plot_group_style,NONE_STR,NONE_STR,1.1233589392465846,4.5342702464297435,,plot_group_style,NONE_STR,NONE_STR,1.9647811933545434,7.546383591468696,,plot_group_style,NONE_STR,NONE_STR,2.950966162286569,8.74754994832769,,plot_group_style,NONE_STR,NONE_STR,3.9000121711375835,11.41535354600533,,plot_group_style,NONE_STR,NONE_STR,4.915880016291142,13.029665979173071,,plot_group_style,NONE_STR,NONE_STR,5.903468129593451,17.20835934344913,,plot_group_style,NONE_STR,NONE_STR,7.108787691919259,14.800658614273967,,plot_group_style,NONE_STR,NONE_STR,8.175967814337723,18.372730804870557,,plot_group_style,NONE_STR,NONE_STR,8.962568097336323,23.241703660180928,,plot_group_style,NONE_STR,NONE_STR,9.948859271488521,21.363934217364562,,plot_group_style,NONE_STR,NONE_STR,10.995058103206672,29.398917711909384,,plot_group_style,NONE_STR,NONE_STR,12.188001648461332,25.041495547862027,,plot_group_style,NONE_STR,NONE_STR,12.97624761645087,29.630800119091028,
,,,,,,,,plot_use_automatic_legends,True,NONE_STR,0.9218455076693483,5.241962271566035,,plot_use_automatic_legends,True,NONE_STR,2.1460068482428727,4.9976047515836415,,plot_use_automatic_legends,True,NONE_STR,3.0062949702487356,7.343227181446638,,plot_use_automatic_legends,True,NONE_STR,3.9830951965842587,8.642697214255612,,plot_use_automatic_legends,True,NONE_STR,4.893980156250111,15.817199960788466,,plot_use_automatic_legends,True,NONE_STR,5.869854538901257,13.1353194282008,,plot_use_automatic_legends,True,NONE_STR,6.9149809393736525,15.769877122296913,,plot_use_automatic_legends,True,NONE_STR,8.14197513663788,17.925745964352007,,plot_use_automatic_legends,True,NONE_STR,9.073282308210938,22.811516106165346,,plot_use_automatic_legends,True,NONE_STR,10.14550985590406,19.435321747832624,,plot_use_automatic_legends,True,NONE_STR,10.973755457949192,25.65034756776453,,plot_use_automatic_legends,True,NONE_STR,12.13035842818871,26.605091839079822,,plot_use_automatic_legends,True,NONE_STR,12.883753181651256,25.06676263283711,
,,,,,,,,,,,0.8390688456025536,3.086719755342202,,,,,2.0688709117904702,5.965497405988224,,,,,2.823559568548831,9.847624288971412,,,,,4.022973081072831,12.283082553722005,,,,,5.185372165981452,12.15558386372382,,,,,5.944284103000558,13.113687126325468,,,,,7.060671749601,12.592442072354,,,,,8.168458202503407,20.367621524496318,,,,,9.059966347235624,20.13013051927204,,,,,10.084637367962607,25.090992511237587,,,,,10.898423178269166,26.523227481433615,,,,,12.08196624236396,25.31001472858277,,,,,12.989161524785992,26.213527197111148,
,,,,,,,,,,,1.073693210604863,3.2750821674869672,,,,,2.0515143183528646,7.59149301774849,,,,,3.0844382744812116,7.667689225209221,,,,,3.900780079916622,8.19879618132557,,,,,5.046269549231,12.293858683425299,,,,,5.856072906112328,15.873212463399332,,,,,7.180235535441236,16.194669942317347,,,,,8.066302686813563,16.578351942354463,,,,,9.039506071465112,18.40643223285761,,,,,9.969210728091985,21.436630872040258,,,,,11.144656287309267,27.919216189657444,,,,,11.92171030785429,29.915681680555814,,,,,12.892553115544699,25.92821744486787,
,,,,,,,,,,,0.9760609974958405,4.437712470759028,,,,,1.9102235106595808,6.850823924625416,,,,,2.8290031253590544,9.505198483690256,,,,,3.844096528906293,10.207916909720982,,,,,5.145033587720817,14.470000598469746,,,,,5.955631462060666,16.5899165400717,,,,,7.16738973698652,14.236154245405311,,,,,7.957222154002018,16.29051375139084,,,,,8.888815756831871,25.15716156412617,,,,,10.150863575213691,22.68975563402533,,,,,10.808009023647195,23.930075165848,,,,,11.859640372710547,20.40195612828949,,,,,12.864470779105996,27.200768673278134,
,,,,,,,,,,,0.8488152939379116,3.9871688796655764,,,,,2.158698907896345,9.32216354488041,,,,,3.1530446327719517,10.484854358541229,,,,,4.0906548785232095,9.386238705083016,,,,,4.836034102480017,13.137475525964616,,,,,5.988755333658318,16.439066305496485,,,,,6.8659133520917335,21.490022796600545,,,,,8.03310964681238,21.542907062208567,,,,,9.072942867654552,29.616595898331408,,,,,9.80764128245354,19.675457423215818,,,,,10.98033068393258,22.63511614273767,,,,,12.176537643978204,32.54909589395412,,,,,12.886824860549293,27.728216169448295,
,,,,,,,,,,,0.9980707640445081,5.314247332595274,,,,,1.882756548537346,6.2578688140187335,,,,,3.0904231274266234,8.835986950222296,,,,,3.924029575006489,11.040390697399044,,,,,4.859595560631962,12.819832404203991,,,,,6.187530769209912,15.175324513140437,,,,,6.935117484218411,18.30963569647982,,,,,7.950964763451538,21.473058571070133,,,,,9.151222521040939,23.568203198691972,,,,,9.983029272739415,20.17696743276971,,,,,10.818969149738104,24.302266850183106,,,,,12.110871973241256,23.620221920732668,,,,,12.864286192869116,27.771941201236082,
,,,,,,,,,,,0.8137554084460874,4.091975924478789,,,,,1.961762097230163,5.743793216541931,,,,,3.1333464849767023,10.155930790757838,,,,,4.1303015861988825,10.805589032509898,,,,,5.069029985474113,15.922762814548989,,,,,5.8582269798133755,12.354503187484138,,,,,6.836026786350555,20.42934443184685,,,,,7.992140715634096,19.341679116158065,,,,,9.118686905312428,21.322052269484104,,,,,9.867645516733006,21.06838715150682,,,,,10.99909099847114,22.45749624782404,,,,,11.898286954578708,32.77927746790455,,,,,13.17879009075741,26.345041190412964,
,,,,,,,,,,,1.1637281608315129,3.5876962986647083,,,,,2.1974289969576413,5.932458893607757,,,,,3.084092273531847,7.306261027460085,,,,,3.9806666106586213,8.525002908927977,,,,,5.191596769924973,10.5942250333155,,,,,6.005701888706204,15.103587957660295,,,,,7.0771353328499575,21.060679893753527,,,,,7.94457513430943,20.422910051506765,,,,,8.972800899119232,22.93124202168533,,,,,10.137149891277675,22.760200745201494,,,,,11.143509601651202,19.755242273448538,,,,,12.084431860700008,32.886161547045,,,,,13.048696607454346,37.52878977771433,
