visual parameter label,visual parameter value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,label 0,x,y,bgra,gw_param_keys 1,gw_param_values 1,label 1,x,y,bgra,gw_param_keys 2,gw_param_values 2,label 2,x,y,bgra,gw_param_keys 3,gw_param_values 3,label 3,x,y,bgra,gw_param_keys 4,gw_param_values 4,label 4,x,y,bgra,gw_param_keys 5,gw_param_values 5,label 5,x,y,bgra,gw_param_keys 6,gw_param_values 6,label 6,x,y,bgra,gw_param_keys 7,gw_param_values 7,label 7,x,y,bgra,gw_param_keys 8,gw_param_values 8,label 8,x,y,bgra,gw_param_keys 9,gw_param_values 9,label 9,x,y,bgra,gw_param_keys 10,gw_param_values 10,label 10,x,y,bgra,gw_param_keys 11,gw_param_values 11,label 11,x,y,bgra,gw_param_keys 12,gw_param_values 12,label 12,x,y,bgra
ymin,-13.830585738784109,,,NONE_STR,NONE_STR,NONE_STR,NONE_STR,plot_unknown1,NONE_STR,NONE_STR,5.263157894736842,-0.8984641376496257,,plot_unknown1,NONE_STR,NONE_STR,5.263157894736842,-1.086491391963735,,plot_unknown1,NONE_STR,NONE_STR,5.263157894736842,-0.19910352878250315,,plot_unknown1,NONE_STR,NONE_STR,5.263157894736842,1.6616523655568156,,plot_unknown1,NONE_STR,NONE_STR,5.263157894736842,3.9207016577501004,,plot_unknown1,NONE_STR,NONE_STR,5.263157894736842,5.697219536109039,,plot_unknown1,NONE_STR,NONE_STR,5.263157894736842,6.097749647413958,,plot_unknown1,NONE_STR,NONE_STR,5.263157894736842,4.544432936921696,,plot_unknown1,NONE_STR,NONE_STR,5.263157894736842,1.0311804085249774,,plot_unknown1,NONE_STR,NONE_STR,5.263157894736842,-3.7830109964218703,,plot_unknown1,NONE_STR,NONE_STR,5.263157894736842,-8.688928365401308,,plot_unknown1,NONE_STR,NONE_STR,5.263157894736842,-12.233453267695491,,plot_unknown1,NONE_STR,NONE_STR,5.263157894736842,-13.139806930180265,
ymax,15.182124222577324,,,NONE_STR,NONE_STR,NONE_STR,NONE_STR,plot_group_style,NONE_STR,NONE_STR,5.789473684210526,-0.520470501211812,,plot_group_style,NONE_STR,NONE_STR,5.789473684210526,-0.08056927954054405,,plot_group_style,NONE_STR,NONE_STR,5.789473684210526,1.31508485341878,,plot_group_style,NONE_STR,NONE_STR,5.789473684210526,3.193115897164898,,plot_group_style,NONE_STR,NONE_STR,5.789473684210526,4.7567355413023185,,plot_group_style,NONE_STR,NONE_STR,5.789473684210526,5.160537612483041,,plot_group_style,NONE_STR,NONE_STR,5.789473684210526,3.827946331867008,,plot_group_style,NONE_STR,NONE_STR,5.789473684210526,0.7065506996993859,,plot_group_style,NONE_STR,NONE_STR,5.789473684210526,-3.629142192157158,,plot_group_style,NONE_STR,NONE_STR,5.789473684210526,-8.074708377763946,,plot_group_style,NONE_STR,NONE_STR,5.789473684210526,-11.279502522651576,,plot_group_style,NONE_STR,NONE_STR,5.789473684210526,-12.04433432840546,,plot_group_style,NONE_STR,NONE_STR,5.789473684210526,-9.71935897114024,
,,,,,,,,plot_use_automatic_legends,True,NONE_STR,6.315789473684211,0.05679461742463869,,plot_use_automatic_legends,True,NONE_STR,6.315789473684211,1.0639494898246165,,plot_use_automatic_legends,True,NONE_STR,6.315789473684211,2.64849894557539,,plot_use_automatic_legends,True,NONE_STR,6.315789473684211,4.093867980999544,,plot_use_automatic_legends,True,NONE_STR,6.315789473684211,4.597223369128352,,plot_use_automatic_legends,True,NONE_STR,6.315789473684211,3.577405858654523,,plot_use_automatic_legends,True,NONE_STR,6.315789473684211,0.9307835080255458,,plot_use_automatic_legends,True,NONE_STR,6.315789473684211,-2.85542040615717,,plot_use_automatic_legends,True,NONE_STR,6.315789473684211,-6.781606030094243,,plot_use_automatic_legends,True,NONE_STR,6.315789473684211,-9.59685967532006,,plot_use_automatic_legends,True,NONE_STR,6.315789473684211,-10.17468626450667,,plot_use_automatic_legends,True,NONE_STR,6.315789473684211,-7.894411582834443,,plot_use_automatic_legends,True,NONE_STR,6.315789473684211,-2.9090199412010325,
,,,,,,,,,,,6.842105263157895,0.3389427910024949,,,,,6.842105263157895,1.3609978916266594,,,,,6.842105263157895,2.425804356813813,,,,,6.842105263157895,2.7675453962572516,,,,,6.842105263157895,1.7946478201952403,,,,,6.842105263157895,-0.6524968173390113,,,,,6.842105263157895,-4.176526293951408,,,,,6.842105263157895,-7.882461045843113,,,,,6.842105263157895,-10.616172744768663,,,,,6.842105263157895,-11.3188460352915,,,,,6.842105263157895,-9.39304744430111,,,,,6.842105263157895,-4.964618341631361,,,,,6.842105263157895,1.0520364876305615,
,,,,,,,,,,,7.368421052631579,0.7119216791575146,,,,,7.368421052631579,1.65480794030879,,,,,7.368421052631579,2.0942307244020992,,,,,7.368421052631579,1.422417073271935,,,,,7.368421052631579,-0.5808235145795448,,,,,7.368421052631579,-3.6103470473490598,,,,,7.368421052631579,-6.875352203024008,,,,,7.368421052631579,-9.315349572599409,,,,,7.368421052631579,-9.93407326422429,,,,,7.368421052631579,-8.151398556539363,,,,,7.368421052631579,-4.060662449816368,,,,,7.368421052631579,1.499839911727249,,,,,7.368421052631579,7.101787585882013,
,,,,,,,,,,,7.894736842105263,0.9429408685278877,,,,,7.894736842105263,1.6021828084058605,,,,,7.894736842105263,1.3480201959825155,,,,,7.894736842105263,-0.10476861033946279,,,,,7.894736842105263,-2.545391889116698,,,,,7.894736842105263,-5.28654732722203,,,,,7.894736842105263,-7.358042749854057,,,,,7.894736842105263,-7.820924324275259,,,,,7.894736842105263,-6.106450470383903,,,,,7.894736842105263,-2.2702109652909988,,,,,7.894736842105263,2.9289504855253514,,,,,7.894736842105263,8.167188486448797,,,,,7.894736842105263,11.888873275641668,
,,,,,,,,,,,8.421052631578947,0.7421948330774742,,,,,8.421052631578947,0.7628167523902674,,,,,8.421052631578947,-0.29267337437921453,,,,,8.421052631578947,-2.3097441900646,,,,,8.421052631578947,-4.703677292761091,,,,,8.421052631578947,-6.591045949418397,,,,,8.421052631578947,-7.084871567117241,,,,,8.421052631578947,-5.621884960914149,,,,,8.421052631578947,-2.214811622453677,,,,,8.421052631578947,2.4600908019702192,,,,,8.421052631578947,7.183870097470168,,,,,8.421052631578947,10.505459287099512,,,,,8.421052631578947,11.16298613560185,
,,,,,,,,,,,8.947368421052632,0.4909046368717828,,,,,8.947368421052632,0.017672388709379747,,,,,8.947368421052632,-1.40310535810699,,,,,8.947368421052632,-3.2881447474265246,,,,,8.947368421052632,-4.837067944714941,,,,,8.947368421052632,-5.209443204299067,,,,,8.947368421052632,-3.841586313573736,,,,,8.947368421052632,-0.6983742679821905,,,,,8.947368421052632,3.629444810944827,,,,,8.947368421052632,8.027989820486335,,,,,8.947368421052632,11.148136996873022,,,,,8.947368421052632,11.804361847595338,,,,,8.947368421052632,9.3701038978435,
,,,,,,,,,,,9.473684210526315,-0.13968916380575558,,,,,9.473684210526315,-1.225113750245714,,,,,9.473684210526315,-2.873042687866302,,,,,9.473684210526315,-4.362251317530607,,,,,9.473684210526315,-4.893342718410407,,,,,9.473684210526315,-3.8963619746571885,,,,,9.473684210526315,-1.283493123187202,,,,,9.473684210526315,2.442733825343331,,,,,9.473684210526315,6.273447447214335,,,,,9.473684210526315,8.958640273099775,,,,,9.473684210526315,9.384187821950167,,,,,9.473684210526315,6.950997077822622,,,,,9.473684210526315,1.8374120766853776,
,,,,,,,,,,,10.0,-0.6852514810228989,,,,,10.0,-2.0418522602103986,,,,,10.0,-3.423661730052698,,,,,10.0,-4.0667301792878305,,,,,10.0,-3.3890164406698204,,,,,10.0,-1.245313604908379,,,,,10.0,1.9525566668517822,,,,,10.0,5.300432451344735,,,,,10.0,7.644392870052071,,,,,10.0,7.9366468539115385,,,,,10.0,5.599632170259464,,,,,10.0,0.7828453416512091,,,,,10.0,-5.578737928381728,
