visual parameter label,visual parameter value,xticks,yticks,preserved 0,preserved 1,preserved 2,preserved 3,gw_param_keys 0,gw_param_values 0,label 0,x,y,bgra,gw_param_keys 1,gw_param_values 1,label 1,x,y,bgra,gw_param_keys 2,gw_param_values 2,label 2,x,y,bgra,gw_param_keys 3,gw_param_values 3,label 3,x,y,bgra,gw_param_keys 4,gw_param_values 4,label 4,x,y,bgra,gw_param_keys 5,gw_param_values 5,label 5,x,y,bgra,gw_param_keys 6,gw_param_values 6,label 6,x,y,bgra,gw_param_keys 7,gw_param_values 7,label 7,x,y,bgra,gw_param_keys 8,gw_param_values 8,label 8,x,y,bgra,gw_param_keys 9,gw_param_values 9,label 9,x,y,bgra,gw_param_keys 10,gw_param_values 10,label 10,x,y,bgra,gw_param_keys 11,gw_param_values 11,label 11,x,y,bgra,gw_param_keys 12,gw_param_values 12,label 12,x,y,bgra
ymin,-2.840653457604394,,,NONE_STR,NONE_STR,NONE_STR,NONE_STR,plot_unknown1,NONE_STR,NONE_STR,-0.46341769281246226,0.7384665799954104,,plot_unknown1,NONE_STR,NONE_STR,4.443898768625045,-0.2754543315322041,,plot_unknown1,NONE_STR,NONE_STR,9.351215230062554,2.194327015407306,,plot_unknown1,NONE_STR,NONE_STR,-0.7414683084999396,5.708839626566217,,plot_unknown1,NONE_STR,NONE_STR,4.165848152937568,6.1871650233297375,,plot_unknown1,NONE_STR,NONE_STR,9.073164614375075,10.89282233575836,,plot_unknown1,NONE_STR,NONE_STR,-1.019518924187417,9.749684250995962,,plot_unknown1,NONE_STR,NONE_STR,3.8877975372500906,13.543360780450287,,plot_unknown1,NONE_STR,NONE_STR,8.795113998687597,16.81641931111257,,plot_unknown1,NONE_STR,NONE_STR,-1.2975695398748943,13.33043037052806,,plot_unknown1,NONE_STR,NONE_STR,3.6097469215626132,18.706824470910654,,plot_unknown1,NONE_STR,NONE_STR,8.51706338300012,22.905254773168014,,plot_unknown1,NONE_STR,NONE_STR,-1.575620155562372,16.69388507127474,
ymax,34.16064655882959,,,NONE_STR,NONE_STR,NONE_STR,NONE_STR,plot_group_style,NONE_STR,NONE_STR,-0.46572975357025687,0.1713682811899705,,plot_group_style,NONE_STR,NONE_STR,4.441124295715692,-0.016526341388218235,,plot_group_style,NONE_STR,NONE_STR,9.347978345001641,1.4845133885840118,,plot_group_style,NONE_STR,NONE_STR,-0.745167605712411,3.9372321950636384,,plot_group_style,NONE_STR,NONE_STR,4.1616864435735375,6.479015600765598,,plot_group_style,NONE_STR,NONE_STR,9.068540492859487,9.46226012484941,,plot_group_style,NONE_STR,NONE_STR,-1.0246054578545651,10.92327329175323,,plot_group_style,NONE_STR,NONE_STR,3.8822485914313836,12.80462108224014,,plot_group_style,NONE_STR,NONE_STR,8.789102640717331,17.38839468408561,,plot_group_style,NONE_STR,NONE_STR,-1.3040433099967192,14.741763138705027,,plot_group_style,NONE_STR,NONE_STR,3.6028107392892297,19.57145572982212,,plot_group_style,NONE_STR,NONE_STR,8.509664788575177,24.656751544497272,,plot_group_style,NONE_STR,NONE_STR,-1.5834811621388736,17.679177282667993,
,,,,,,,,plot_use_automatic_legends,True,NONE_STR,0.24196227156603412,-0.11564828238824053,,plot_use_automatic_legends,True,NONE_STR,5.290354725879241,1.58615769880684,,plot_use_automatic_legends,True,NONE_STR,10.338747180192447,1.3908274357325308,,plot_use_automatic_legends,True,NONE_STR,0.3871396345056546,4.806929514500482,,plot_use_automatic_legends,True,NONE_STR,5.435532088818862,6.0678778615215165,,plot_use_automatic_legends,True,NONE_STR,10.48392454313207,11.245495169458058,,plot_use_automatic_legends,True,NONE_STR,0.532316997445275,10.283564159357214,,plot_use_automatic_legends,True,NONE_STR,5.580709451758482,13.60748926576507,,plot_use_automatic_legends,True,NONE_STR,10.62910190607169,19.981175569598868,,plot_use_automatic_legends,True,NONE_STR,0.6774943603848955,15.938496034006091,,plot_use_automatic_legends,True,NONE_STR,5.725886814698102,20.023833720820747,,plot_use_automatic_legends,True,NONE_STR,10.77427926901131,27.11276246809233,,plot_use_automatic_legends,True,NONE_STR,0.8226717233245161,20.64449155146265,
,,,,,,,,,,,-1.913280244657798,-0.3011036955892888,,,,,2.7040637064106425,0.6140246602095256,,,,,7.321407657479083,2.0759578203366846,,,,,-3.0612483914524766,4.412888913967821,,,,,1.5560955596159638,4.426231599765715,,,,,6.173439510684404,8.448355780389836,,,,,-4.209216538247156,9.039113732865712,,,,,0.4081274128212842,10.3774499655104,,,,,5.025471363889725,13.502106872838134,,,,,-5.357184685041834,9.64877357969531,,,,,-0.7398407339733932,13.932497119428838,,,,,3.8775032170950468,19.270366995447013,,,,,-6.505152831836513,11.391539332574563,
,,,,,,,,,,,-1.7249178325130328,-1.4785219903674274,,,,,2.9300986009843606,-1.4700302952642978,,,,,7.585115034481754,2.548022529392302,,,,,-2.7598685320208527,5.147584567516104,,,,,1.895147901476541,6.570584982984815,,,,,6.5501643349739345,7.629962412881843,,,,,-3.794819231528672,5.103363356993052,,,,,0.8601972019687212,8.614569126777212,,,,,5.5152136354661145,13.603677305479703,,,,,-4.829769931036491,11.166474495180513,,,,,-0.17475349753909875,14.433138349328743,,,,,4.480262935958295,19.693702096178978,,,,,-5.864720630544312,12.801049531680814,
,,,,,,,,,,,-0.5622875292409727,-0.7198442083947086,,,,,4.325254964910833,0.7566094658858784,,,,,9.212797459062639,2.7738396109287264,,,,,-0.8996600467855563,4.250927748119043,,,,,3.987882447366249,7.951393007517322,,,,,8.875424941518055,9.79910807626744,,,,,-1.23703256433014,10.07968296577714,,,,,3.6505099298216654,12.335685063037655,,,,,8.538052423973472,16.328684895594243,,,,,-1.5744050818747235,13.680112975660789,,,,,3.313137412277082,16.849622464144964,,,,,8.200679906428887,22.605377155021365,,,,,-1.9117775994193074,18.10991773751137,
,,,,,,,,,,,-1.0128311203344238,-0.4606387709597875,,,,,3.7846026555986914,-0.006622014856447367,,,,,8.582036431531806,0.8771897630837228,,,,,-1.6205297925350781,4.328182085575659,,,,,3.176903983398037,6.1987514717788805,,,,,7.974337759331153,10.525205446131546,,,,,-2.2282284647357327,8.75010998939673,,,,,2.5692053111973827,12.155556289349915,,,,,7.366639087130498,16.80871338740647,,,,,-2.8359271369363865,13.416310567290141,,,,,1.9615066389967284,17.257626916061305,,,,,6.758940414929844,22.014189133657467,,,,,-3.4436258091370413,17.753834930246082,
,,,,,,,,,,,0.3142473325952739,1.0571222262189157,,,,,5.377096799114328,-0.1392123203945259,,,,,10.439946265633383,1.7787768772754622,,,,,0.5027957321524382,4.0445037456397035,,,,,5.565645198671493,8.229790977360622,,,,,10.628494665190548,10.278421293485323,,,,,0.6913441317096026,10.115799128559894,,,,,5.754193598228658,15.505829563501578,,,,,10.817043064747713,18.982385561457853,,,,,0.8798925312667668,15.089850184262737,,,,,5.942741997785822,21.203797269965712,,,,,11.005591464304876,26.763436094208593,,,,,1.0684409308239313,21.456706929820555,
,,,,,,,,,,,-0.9080240755212109,0.3436182895684614,,,,,3.9103711093745472,1.0027133997783226,,,,,8.728766294270304,2.077016690257625,,,,,-1.4528385208339376,3.3679418196691477,,,,,3.3655566640618204,6.707858690672362,,,,,8.183951848957578,10.656619580292794,,,,,-1.9976529661466642,8.893168996847503,,,,,2.8207422187490936,11.456249334850718,,,,,7.639137403644852,15.581549719148843,,,,,-2.5424674114593904,12.38411718308878,,,,,2.275927773436367,17.281041230078827,,,,,7.094322958332125,22.00147798494372,,,,,-3.087281856772117,16.552812162596222,
,,,,,,,,,,,-1.4123037013352915,-1.763040155362734,,,,,3.3052355583976505,1.361523078335716,,,,,8.022774818130593,2.580100090748478,,,,,-2.2596859221364665,5.134620045753258,,,,,2.4578533375964753,5.338021580433466,,,,,7.175392597329417,5.9679511945749635,,,,,-3.1070681429376417,6.148190199636522,,,,,1.6104711167953,10.318836178863522,,,,,6.328010376528242,15.575675734335949,,,,,-3.954450363738816,11.048886519502908,,,,,0.7630888959941258,15.52850176261898,,,,,5.480628155727067,20.867405259633763,,,,,-4.801832584539992,14.163354982785844,
,,,,,,,,,,,1.465648768921554,0.324083969394795,,,,,6.758778522705865,1.6071579713867852,,,,,12.051908276490176,1.9312074174527456,,,,,2.3450380302744867,7.059751437653169,,,,,7.638167784058798,8.416662719131933,,,,,12.931297537843108,12.287551273296778,,,,,3.224427291627419,11.71498448713894,,,,,8.517557045411731,15.460532888203677,,,,,13.810686799196041,21.145626988704873,,,,,4.103816552980351,17.229919949550197,,,,,9.396946306764661,22.981575564714248,,,,,14.690076060548973,31.563134523418412,,,,,4.983205814333284,24.0610757619009,
,,,,,,,,,,,-0.22577630048653566,-0.38508228041631654,,,,,4.7290684394161575,-0.3663106792810228,,,,,9.68391317931885,1.751123659199953,,,,,-0.3612420807784571,4.819617254186129,,,,,4.593602659124236,8.375477630115665,,,,,9.548447399026928,9.861270767751636,,,,,-0.4967078610703785,10.05908785486952,,,,,4.458136878832314,14.036097932884694,,,,,9.412981618735007,18.499030285520895,,,,,-0.6321736413622998,14.727163999838506,,,,,4.322671098540393,18.902025775775034,,,,,9.277515838443087,27.091453323497927,,,,,-0.7676394216542213,19.052318818565716,
,,,,,,,,,,,0.06752820468792384,-0.6769220003059587,,,,,5.081033845625509,0.1988910087113363,,,,,10.094539486563093,0.9125729233065907,,,,,0.10804512750067814,6.035946436142227,,,,,5.121550768438263,7.0127942682653535,,,,,10.135056409375848,9.768520854222057,,,,,0.14856205031343245,11.567031274929576,,,,,5.162067691251017,13.942198493535397,,,,,10.175573332188602,17.43840557187353,,,,,0.18907897312618674,15.431226347993459,,,,,5.202584614063771,19.859870097537,,,,,10.216090255001356,26.41227709333333,,,,,0.22959589593894106,20.335745285067755,
,,,,,,,,,,,-1.4247481862134568,0.6116762888408679,,,,,3.290302176543852,0.6602936490579492,,,,,8.00535253930116,0.4048638837795613,,,,,-2.2795970979415308,4.6777568956651745,,,,,2.4354532648157776,7.538824961740318,,,,,7.150503627573086,8.667012590322045,,,,,-3.134446009669605,7.601062175924589,,,,,1.5806043530877032,10.576662843394354,,,,,6.2956547158450125,14.708861626078242,,,,,-3.9892949213976787,11.41474802738455,,,,,0.7257554413596292,14.92347817213801,,,,,5.4408058041169385,21.2424367752514,,,,,-4.844143833125753,16.650269512734383,
,,,,,,,,,,,-0.5443827245251827,1.030999522495951,,,,,4.346740730569781,1.4102192001793372,,,,,9.237864185664744,2.660098659527147,,,,,-0.8710123592402923,4.093576537622788,,,,,4.020111095854671,3.9882993342521242,,,,,8.911234550949635,7.468048360873924,,,,,-1.197641993955402,8.47292120073357,,,,,3.6934814611395614,13.098704455911049,,,,,8.584604916234525,16.47557577985546,,,,,-1.5242716286705114,13.393568400821392,,,,,3.366851826424452,18.205566114758444,,,,,8.257975281519416,24.00932689390519,,,,,-1.8509012633856212,17.58655751915613,
,,,,,,,,,,,0.11092258970986608,0.9312801191161986,,,,,5.133107107651839,0.03413647291989402,,,,,10.155291625593813,3.3872983536895855,,,,,0.17747614353578575,5.41463844856915,,,,,5.199660661477759,7.901766768966327,,,,,10.221845179419732,9.891250701872355,,,,,0.2440296973617054,9.644660774832486,,,,,5.266214215303679,13.783427500060615,,,,,10.288398733245652,16.767204038464403,,,,,0.31058325118762503,13.86415418401845,,,,,5.332767769129598,20.73681862594414,,,,,10.354952287071571,24.471676300479686,,,,,0.37713680501354474,20.754111508349865,
,,,,,,,,,,,-1.1509935774223028,-0.8392175232226385,,,,,3.6188077070932367,0.17622179404550656,,,,,8.388608991608777,1.6057116767414215,,,,,-1.8415897238756846,5.985559649303264,,,,,2.928211560639855,6.258331692494114,,,,,7.698012845155395,9.206118994089444,,,,,-2.5321858703290663,9.396090595504635,,,,,2.237615414186473,12.53497578046342,,,,,7.007416698702013,15.902053636026187,,,,,-3.2227820167824475,11.678850862130437,,,,,1.5470192677330914,18.433205168943623,,,,,6.316820552248631,21.92198873202428,,,,,-3.91337816323583,15.26923443441176,
,,,,,,,,,,,0.37569801834567196,-0.3092123758512146,,,,,5.450837622014807,-0.5612512118045475,,,,,10.52597722568394,3.108728343028812,,,,,0.6011168293530752,5.1445090096959705,,,,,5.67625643302221,6.971495222743016,,,,,10.751396036691343,11.853592063087188,,,,,0.8265356403604783,10.82467249387597,,,,,5.9016752440296125,13.429119576943375,,,,,10.976814847698748,19.04250715033889,,,,,1.0519544513678813,15.604044489704325,,,,,6.127094055037016,21.301671867868855,,,,,11.20223365870615,27.382687234517796,,,,,1.2773732623752847,20.36416987723081,
,,,,,,,,,,,-0.600638689918805,0.33126343140356396,,,,,4.279233572097434,-0.7682832668709274,,,,,9.159105834113673,2.193457191870369,,,,,-0.961021903870088,6.27633708465298,,,,,3.918850358146151,6.659300919793963,,,,,8.79872262016239,8.881091091807548,,,,,-1.321405117821371,8.677396725540138,,,,,3.558467144194868,12.163264854338639,,,,,8.438339406211107,16.755784981611345,,,,,-1.6817883317726539,12.684113232182993,,,,,3.198083930243585,18.45563432096635,,,,,8.077956192259824,26.348993923971094,,,,,-2.0421715457239373,18.692216959646295,
,,,,,,,,,,,-0.2916937497932768,0.9755451271223592,,,,,4.649967500248068,1.277522572419005,,,,,9.591628750289413,1.2732059954527584,,,,,-0.46670999966924287,2.2402418960094828,,,,,4.474951250372102,4.802411585547948,,,,,9.416612500413446,8.899812647313535,,,,,-0.641726249545209,10.12823168338623,,,,,4.299935000496136,12.617846347215139,,,,,9.24159625053748,17.15868986705484,,,,,-0.8167424994211749,14.103646038854933,,,,,4.12491875062017,19.050472834854002,,,,,9.066580000661514,24.780877035946542,,,,,-0.9917587492971411,19.561822533530204,
,,,,,,,,,,,,,,,,,4.277952065324723,1.7840352351032953,,,,,9.157610742878845,2.192917754084183,,,,,-0.9627305795670351,5.5330833305051135,,,,,3.9169280979870855,6.347099351357322,,,,,8.796586775541206,8.896536344186067,,,,,-1.3237545469046734,9.302824821205235,,,,,3.555904130649447,11.025617943322494,,,,,8.435562808203567,15.33307950451244,,,,,-1.6847785142423113,13.887750193996458,,,,,3.1948801633118094,16.276108948012766,,,,,8.07453884086593,24.18354006728614,,,,,-2.04580248157995,18.336068969147107,
,,,,,,,,,,,,,,,,,7.222733821410725,0.6502632605607387,,,,,12.593189458312512,4.056674458128471,,,,,2.9636450952143005,5.976140596802462,,,,,8.334100732116088,8.690752864358181,,,,,13.704556369017876,12.767680302211012,,,,,4.075012005919663,13.413652194084687,,,,,9.445467642821452,16.907947627039594,,,,,14.815923279723238,21.432093301013232,,,,,5.186378916625025,21.553926926173055,,,,,10.556834553526812,25.530320678077594,,,,,15.9272901904286,32.48530743976622,,,,,6.297745827330389,26.64790753800173,
,,,,,,,,,,,,,,,,,4.983803330314479,1.501913230923472,,,,,9.981103885366892,1.9603947379634268,,,,,-0.021595559580694274,4.694513981659925,,,,,4.975704995471719,8.468176042930203,,,,,9.973005550524132,10.31525388492175,,,,,-0.029693894423454627,9.280130569468573,,,,,4.967606660628959,13.738379934620161,,,,,9.964907215681372,17.62921125601833,,,,,-0.03779222926621498,15.140564806492245,,,,,4.9595083257861985,20.019738535727225,,,,,9.956808880838611,24.78381173130294,,,,,-0.04589056410897534,21.34772563400533,
